filename,label
captcha_1.png,hcf3t
captcha_2.png,yrk42
captcha_3.png,wovta
captcha_4.png,iyatw
captcha_5.png,fh5cg
captcha_6.png,6at5b
captcha_7.png,nked1
captcha_8.png,q2rpq
captcha_9.png,aqfyb
captcha_10.png,tg5be
captcha_11.png,bx933
captcha_12.png,830ss
captcha_13.png,7evi0
captcha_14.png,91wa8
captcha_15.png,5wo9d
captcha_16.png,wqe78
captcha_17.png,lsgkv
captcha_18.png,6ugit
captcha_19.png,3dod3
captcha_20.png,nl7qt
captcha_21.png,3iwf7
captcha_22.png,viw8o
captcha_23.png,l69n6
captcha_24.png,q267a
captcha_25.png,gj0g0
captcha_26.png,22hmr
captcha_27.png,x9p67
captcha_28.png,u8jce
captcha_29.png,ziz66
captcha_30.png,wbi3c
captcha_31.png,vimbe
captcha_32.png,s3ady
captcha_33.png,ynzrb
captcha_34.png,4jj7u
captcha_35.png,45zm5
captcha_36.png,4u1g0
captcha_37.png,c6xf8
captcha_38.png,foeae
captcha_39.png,ma9ff
captcha_40.png,6jugo
captcha_41.png,owzvu
captcha_42.png,i6lyl
captcha_43.png,53q66
captcha_44.png,9sxtp
captcha_45.png,7dcq6
captcha_46.png,puby5
captcha_47.png,8atl5
captcha_48.png,frhgu
captcha_49.png,9e2kv
captcha_50.png,xe109
captcha_51.png,86vf2
captcha_52.png,pbzyp
captcha_53.png,n08u8
captcha_54.png,j7srv
captcha_55.png,i1o3m
captcha_56.png,v9z88
captcha_57.png,krahp
captcha_58.png,m46uz
captcha_59.png,rmk97
captcha_60.png,rzac1
captcha_61.png,9bnf7
captcha_62.png,clix3
captcha_63.png,u3qdr
captcha_64.png,jxb44
captcha_65.png,2u4v5
captcha_66.png,z5gsd
captcha_67.png,j4zkn
captcha_68.png,bzdik
captcha_69.png,z80i4
captcha_70.png,hrxo2
captcha_71.png,bq7d5
captcha_72.png,0grd3
captcha_73.png,11zca
captcha_74.png,3c48r
captcha_75.png,3yscc
captcha_76.png,mtwbs
captcha_77.png,8sa8y
captcha_78.png,61mv4
captcha_79.png,gp335
captcha_80.png,njfru
captcha_81.png,peh2x
captcha_82.png,e7wwi
captcha_83.png,9ax0z
captcha_84.png,lfse6
captcha_85.png,liioj
captcha_86.png,70226
captcha_87.png,v5s4i
captcha_88.png,ikfhg
captcha_89.png,ngyjn
captcha_90.png,p6356
captcha_91.png,tuet1
captcha_92.png,zoln5
captcha_93.png,vdr49
captcha_94.png,zeirn
captcha_95.png,c2to7
captcha_96.png,oyx97
captcha_97.png,ayiu8
captcha_98.png,ov9tq
captcha_99.png,jaikl
captcha_100.png,jir91
