filename,label
single_char_world_1.png,v
single_char_world_2.png,w
single_char_world_3.png,g
single_char_world_4.png,y
single_char_world_5.png,u
single_char_world_6.png,v
single_char_world_7.png,h
single_char_world_8.png,c
single_char_world_9.png,h
single_char_world_10.png,e
single_char_world_11.png,w
single_char_world_12.png,b
single_char_world_13.png,g
single_char_world_14.png,x
single_char_world_15.png,h
single_char_world_16.png,n
single_char_world_17.png,m
single_char_world_18.png,v
single_char_world_19.png,q
single_char_world_20.png,x
single_char_world_21.png,b
single_char_world_22.png,f
single_char_world_23.png,k
single_char_world_24.png,i
single_char_world_25.png,j
single_char_world_26.png,o
single_char_world_27.png,g
single_char_world_28.png,d
single_char_world_29.png,t
single_char_world_30.png,v
single_char_world_31.png,r
single_char_world_32.png,t
single_char_world_33.png,i
single_char_world_34.png,q
single_char_world_35.png,n
single_char_world_36.png,m
single_char_world_37.png,u
single_char_world_38.png,q
single_char_world_39.png,a
single_char_world_40.png,f
single_char_world_41.png,d
single_char_world_42.png,r
single_char_world_43.png,g
single_char_world_44.png,p
single_char_world_45.png,t
single_char_world_46.png,t
single_char_world_47.png,c
single_char_world_48.png,w
single_char_world_49.png,j
single_char_world_50.png,n
single_char_world_51.png,h
single_char_world_52.png,l
single_char_world_53.png,e
single_char_world_54.png,j
single_char_world_55.png,t
single_char_world_56.png,d
single_char_world_57.png,q
single_char_world_58.png,k
single_char_world_59.png,z
single_char_world_60.png,k
single_char_world_61.png,m
single_char_world_62.png,s
single_char_world_63.png,x
single_char_world_64.png,r
single_char_world_65.png,f
single_char_world_66.png,i
single_char_world_67.png,l
single_char_world_68.png,t
single_char_world_69.png,k
single_char_world_70.png,y
single_char_world_71.png,x
single_char_world_72.png,k
single_char_world_73.png,s
single_char_world_74.png,f
single_char_world_75.png,m
single_char_world_76.png,o
single_char_world_77.png,w
single_char_world_78.png,y
single_char_world_79.png,j
single_char_world_80.png,g
single_char_world_81.png,t
single_char_world_82.png,f
single_char_world_83.png,x
single_char_world_84.png,a
single_char_world_85.png,x
single_char_world_86.png,x
single_char_world_87.png,o
single_char_world_88.png,i
single_char_world_89.png,g
single_char_world_90.png,c
single_char_world_91.png,v
single_char_world_92.png,p
single_char_world_93.png,l
single_char_world_94.png,x
single_char_world_95.png,y
single_char_world_96.png,q
single_char_world_97.png,y
single_char_world_98.png,v
single_char_world_99.png,s
single_char_world_100.png,p
single_char_world_101.png,l
single_char_world_102.png,r
single_char_world_103.png,p
single_char_world_104.png,t
single_char_world_105.png,t
single_char_world_106.png,g
single_char_world_107.png,z
single_char_world_108.png,c
single_char_world_109.png,v
single_char_world_110.png,x
single_char_world_111.png,b
single_char_world_112.png,c
single_char_world_113.png,y
single_char_world_114.png,o
single_char_world_115.png,l
single_char_world_116.png,m
single_char_world_117.png,y
single_char_world_118.png,m
single_char_world_119.png,x
single_char_world_120.png,i
single_char_world_121.png,f
single_char_world_122.png,z
single_char_world_123.png,x
single_char_world_124.png,x
single_char_world_125.png,t
single_char_world_126.png,l
single_char_world_127.png,c
single_char_world_128.png,k
single_char_world_129.png,t
single_char_world_130.png,x
single_char_world_131.png,o
single_char_world_132.png,i
single_char_world_133.png,i
single_char_world_134.png,m
single_char_world_135.png,i
single_char_world_136.png,q
single_char_world_137.png,b
single_char_world_138.png,p
single_char_world_139.png,s
single_char_world_140.png,j
single_char_world_141.png,l
single_char_world_142.png,x
single_char_world_143.png,f
single_char_world_144.png,f
single_char_world_145.png,q
single_char_world_146.png,y
single_char_world_147.png,l
single_char_world_148.png,y
single_char_world_149.png,j
single_char_world_150.png,e
single_char_world_151.png,e
single_char_world_152.png,a
single_char_world_153.png,f
single_char_world_154.png,f
single_char_world_155.png,y
single_char_world_156.png,g
single_char_world_157.png,w
single_char_world_158.png,b
single_char_world_159.png,k
single_char_world_160.png,n
single_char_world_161.png,n
single_char_world_162.png,p
single_char_world_163.png,p
single_char_world_164.png,e
single_char_world_165.png,r
single_char_world_166.png,f
single_char_world_167.png,l
single_char_world_168.png,y
single_char_world_169.png,f
single_char_world_170.png,r
single_char_world_171.png,f
single_char_world_172.png,b
single_char_world_173.png,a
single_char_world_174.png,b
single_char_world_175.png,d
single_char_world_176.png,u
single_char_world_177.png,b
single_char_world_178.png,e
single_char_world_179.png,r
single_char_world_180.png,h
single_char_world_181.png,y
single_char_world_182.png,f
single_char_world_183.png,z
single_char_world_184.png,f
single_char_world_185.png,o
single_char_world_186.png,z
single_char_world_187.png,f
single_char_world_188.png,s
single_char_world_189.png,u
single_char_world_190.png,n
single_char_world_191.png,a
single_char_world_192.png,n
single_char_world_193.png,b
single_char_world_194.png,s
single_char_world_195.png,q
single_char_world_196.png,r
single_char_world_197.png,c
single_char_world_198.png,m
single_char_world_199.png,p
single_char_world_200.png,j
single_char_world_201.png,s
single_char_world_202.png,g
single_char_world_203.png,v
single_char_world_204.png,s
single_char_world_205.png,z
single_char_world_206.png,d
single_char_world_207.png,m
single_char_world_208.png,s
single_char_world_209.png,v
single_char_world_210.png,l
single_char_world_211.png,k
single_char_world_212.png,t
